,Ticket ID,Client ID,Ticket Status,Agent,Categoria,Brand,Creation Date,Last Update Date,Satisfação
5782,3107,7897,Closed,Agent14,Category11,Brand0,2024-06-07,2024-06-08,Unoffered
5783,15404,3998,Closed,Agent12,Category38,Brand0,2024-06-07,2024-06-08,Good
5784,2671,1906,Closed,Agent25,Category66,Brand0,2024-06-07,2024-06-10,Good
5785,13371,5246,Closed,Agent25,Category66,Brand0,2024-06-07,2024-06-10,Good
5786,8563,17007,Closed,Agent38,Category5,Brand0,2024-06-07,2024-06-08,Good
5787,17632,11288,Closed,Agent7,Category66,Brand0,2024-06-07,2024-06-08,Unoffered
5788,3753,15812,Closed,Agent17,Category11,Brand0,2024-06-07,2024-06-08,Unoffered
5789,18344,5182,Closed,Agent56,Category5,Brand0,2024-06-07,2024-06-19,Unoffered
5790,17143,14044,Hold,Agent30,Category44,Brand0,2024-06-07,2024-06-12,Unoffered
5791,11509,3425,Closed,Agent17,Category24,Brand0,2024-06-07,2024-06-11,Unoffered
5792,13424,9672,Hold,Agent5,Category54,Brand0,2024-06-07,2024-06-19,Unoffered
5793,2773,6361,Closed,Agent42,Category22,Brand0,2024-06-07,2024-06-08,Unoffered
5794,17820,4938,Closed,Agent38,Category13,Brand0,2024-06-07,2024-06-14,Bad
5795,2928,11238,Closed,Agent42,Category53,Brand0,2024-06-07,2024-06-08,Unoffered
5796,5424,13821,Closed,Agent57,Category207,Brand0,2024-06-07,2024-06-08,Unoffered
5797,10485,16556,Closed,Agent30,Category3,Brand0,2024-06-07,2024-06-08,Unoffered
5798,16725,12060,Closed,Agent25,Category52,Brand0,2024-06-07,2024-06-10,Unoffered
5799,7431,10818,Closed,Agent1,Category11,Brand0,2024-06-07,2024-06-09,Unoffered
5800,4748,12972,Closed,Agent39,Category17,Brand0,2024-06-07,2024-06-08,Unoffered
5801,12575,14313,Closed,Agent39,Category77,Brand0,2024-06-07,2024-06-08,Good
5802,7838,3359,Closed,Agent7,Category54,Brand0,2024-06-07,2024-06-08,Good
5803,7295,517,Closed,Agent14,Category159,Brand0,2024-06-07,2024-06-08,Unoffered
5804,2067,315,Closed,Agent8,Category112,Brand0,2024-06-07,2024-06-08,Unoffered
5805,12416,5682,Closed,Agent28,Category31,Brand0,2024-06-07,2024-06-08,Unoffered
5806,4138,7494,Closed,Agent5,Category23,Brand0,2024-06-07,2024-06-10,Unoffered
5807,3545,282,Closed,Agent34,Category24,Brand0,2024-06-07,2024-06-13,Offered
5808,6333,944,Closed,Agent39,Category22,Brand0,2024-06-07,2024-06-08,Unoffered
5809,1853,6748,Closed,Agent42,Category5,Brand0,2024-06-07,2024-06-08,Unoffered
5810,10092,10069,Closed,Agent5,Category36,Brand0,2024-06-07,2024-06-10,Offered
5811,17796,16508,Closed,Agent1,Category71,Brand0,2024-06-07,2024-06-10,Unoffered
5812,1717,16610,Closed,Agent43,Category28,Brand0,2024-06-07,2024-06-08,Unoffered
5813,6859,3291,Closed,Agent42,Category1,Brand0,2024-06-07,2024-06-08,Good
5814,6979,11129,Closed,Agent43,Category119,Brand0,2024-06-07,2024-06-08,Good
5815,7866,9220,Closed,Agent57,Category66,Brand0,2024-06-07,2024-06-08,Unoffered
5816,7626,8195,Closed,Agent28,Category0,Brand0,2024-06-07,2024-06-08,Unoffered
5817,397,3570,Closed,Agent14,Category22,Brand0,2024-06-07,2024-06-10,Bad
5818,15869,2366,Closed,Agent30,Category12,Brand0,2024-06-07,2024-06-08,Unoffered
5819,379,2353,Closed,Agent2,Category160,Brand0,2024-06-07,2024-06-10,Unoffered
5820,10532,16920,Closed,Agent14,Category22,Brand0,2024-06-07,2024-06-22,Unoffered
5821,14003,6210,Closed,Agent14,Category11,Brand0,2024-06-07,2024-06-08,Unoffered
5822,16232,13611,Closed,Agent28,Category36,Brand0,2024-06-07,2024-06-08,Unoffered
5823,16854,9525,Closed,Agent44,Category31,Brand0,2024-06-07,2024-06-08,Unoffered
5824,16848,8639,Closed,Agent16,Category30,Brand0,2024-06-07,2024-06-08,Good
5825,13089,5990,Closed,Agent7,Category13,Brand0,2024-06-07,2024-06-08,Unoffered
5826,6777,5104,Closed,Agent11,Category66,Brand0,2024-06-07,2024-06-11,Good
5827,15457,5070,Closed,Agent5,Category41,Brand0,2024-06-07,2024-06-10,Unoffered
5828,6877,16235,Closed,Agent46,Category13,Brand0,2024-06-07,2024-06-11,Unoffered
5829,9570,11705,Closed,Agent4,Category81,Brand0,2024-06-07,2024-06-10,Offered
5830,7744,6389,Closed,Agent11,Category14,Brand0,2024-06-07,2024-06-08,Unoffered
5831,7393,8799,Closed,Agent43,Category11,Brand0,2024-06-07,2024-06-08,Unoffered
5832,11911,600,Closed,Agent14,Category13,Brand0,2024-06-07,2024-06-08,Unoffered
5833,5551,16569,Closed,Agent9,Category83,Brand0,2024-06-07,2024-06-08,Unoffered
5834,5066,10780,Open,Agent14,Category22,Brand0,2024-06-07,2024-06-21,Unoffered
5835,12513,4301,Closed,Agent22,Category22,Brand0,2024-06-07,2024-06-08,Unoffered
5836,14526,3596,Closed,Agent22,Category22,Brand0,2024-06-07,2024-06-08,Unoffered
5837,16415,15781,Closed,Agent17,Category146,Brand0,2024-06-07,2024-06-14,Unoffered
5838,13167,12511,Closed,Agent14,Category13,Brand0,2024-06-07,2024-06-08,Unoffered
5839,2226,13409,Closed,Agent40,Category24,Brand0,2024-06-07,2024-06-08,Unoffered
5840,4877,16657,Closed,Agent56,Category66,Brand0,2024-06-07,2024-06-08,Good
5841,3177,5607,Closed,Agent30,Category4,Brand0,2024-06-07,2024-06-08,Good
5842,2569,14554,Closed,Agent9,Category66,Brand0,2024-06-07,2024-06-08,Good
5843,11600,15906,Closed,Agent42,Category11,Brand0,2024-06-07,2024-06-08,Unoffered
5844,81,7194,Closed,Agent30,Category44,Brand0,2024-06-07,2024-06-08,Unoffered
5845,11679,6151,Closed,Agent30,Category85,Brand0,2024-06-07,2024-06-08,Unoffered
5846,13202,14815,Closed,Agent14,Category22,Brand0,2024-06-07,2024-06-08,Unoffered
5847,16186,18350,Closed,Agent42,Category17,Brand0,2024-06-07,2024-06-16,Unoffered
5848,3419,12598,Closed,Agent38,Category5,Brand0,2024-06-07,2024-06-08,Unoffered
5849,2807,9989,Closed,Agent56,Category37,Brand0,2024-06-07,2024-06-08,Unoffered
5850,15699,12967,Pending,Agent9,Category68,Brand0,2024-06-07,2024-06-25,Unoffered
5851,16432,14282,Closed,Agent17,Category14,Brand0,2024-06-07,2024-06-08,Good
5852,3488,9416,Closed,Agent1,Category10,Brand0,2024-06-07,2024-06-20,Unoffered
5853,15633,2632,Closed,Agent39,Category13,Brand0,2024-06-07,2024-06-08,Good
5854,5214,7268,Closed,Agent22,Category1,Brand0,2024-06-07,2024-06-08,Unoffered
5855,9215,9149,Closed,Agent22,Category1,Brand0,2024-06-07,2024-06-08,Unoffered
5856,16542,11135,Closed,Agent39,Category22,Brand0,2024-06-07,2024-06-10,Bad
5857,3056,11340,Closed,Agent30,Category11,Brand0,2024-06-07,2024-06-08,Unoffered
5858,9269,1249,Closed,Agent30,Category3,Brand0,2024-06-07,2024-06-08,Unoffered
5859,9223,15172,Closed,Agent22,Category4,Brand0,2024-06-07,2024-06-08,Unoffered
5860,11610,11399,Closed,Agent22,Category4,Brand0,2024-06-07,2024-06-08,Unoffered
5861,9373,4245,Closed,Agent9,Category1,Brand0,2024-06-07,2024-06-08,Unoffered
5862,4298,3028,Closed,Agent1,Category13,Brand0,2024-06-07,2024-06-14,Unoffered
5863,1713,14176,Closed,Agent41,Category123,Brand0,2024-06-07,2024-06-10,Unoffered
5864,9291,8418,Closed,Agent44,Category85,Brand0,2024-06-07,2024-06-08,Unoffered
5865,11898,5735,Closed,Agent56,Category43,Brand0,2024-06-07,2024-06-27,Unoffered
5866,4260,12712,Closed,Agent28,Category36,Brand0,2024-06-07,2024-06-08,Unoffered
5867,2049,341,Closed,Agent43,Category11,Brand0,2024-06-07,2024-06-08,Unoffered
5868,2866,6566,Closed,Agent22,Category4,Brand0,2024-06-07,2024-06-08,Unoffered
5869,1599,8348,Closed,Agent22,Category4,Brand0,2024-06-07,2024-06-08,Unoffered
5870,14847,3239,Closed,Agent44,Category83,Brand0,2024-06-07,2024-06-08,Unoffered
5871,8299,16799,Closed,Agent9,Category4,Brand0,2024-06-07,2024-06-13,Unoffered
5872,10979,6349,Closed,Agent39,Category13,Brand0,2024-06-07,2024-06-08,Unoffered
5873,13925,9262,Closed,Agent28,Category38,Brand0,2024-06-07,2024-06-08,Unoffered
5874,14090,14384,Closed,Agent28,Category12,Brand0,2024-06-07,2024-06-08,Unoffered
5875,1334,6574,Closed,Agent30,Category38,Brand0,2024-06-07,2024-06-08,Unoffered
5876,6233,8744,Closed,Agent22,Category3,Brand0,2024-06-07,2024-06-08,Unoffered
5877,15322,14497,Closed,Agent22,Category3,Brand0,2024-06-07,2024-06-08,Unoffered
5878,18159,1928,Closed,Agent30,Category14,Brand0,2024-06-07,2024-06-08,Unoffered
5879,13465,4152,Closed,Agent57,Category83,Brand0,2024-06-07,2024-06-13,Unoffered
5880,15110,15845,Closed,Agent44,Category13,Brand0,2024-06-07,2024-06-08,Unoffered
5881,18168,11617,Closed,Agent38,Category20,Brand0,2024-06-07,2024-06-08,Unoffered
5882,10583,10664,Closed,Agent28,Category10,Brand0,2024-06-07,2024-06-11,Unoffered
5883,596,2613,Closed,Agent38,Category4,Brand0,2024-06-07,2024-06-08,Good
5884,5962,5410,Closed,Agent28,Category219,Brand0,2024-06-07,2024-06-08,Good
5885,2321,6476,Closed,Agent44,Category13,Brand0,2024-06-07,2024-06-11,Unoffered
5886,6549,17729,Closed,Agent41,Category66,Brand0,2024-06-07,2024-06-22,Unoffered
5887,6223,15358,Closed,Agent39,Category13,Brand0,2024-06-07,2024-06-08,Unoffered
5888,11711,5165,Closed,Agent28,Category3,Brand0,2024-06-07,2024-06-08,Good
5889,16914,2140,Closed,Agent30,Category85,Brand0,2024-06-07,2024-06-08,Unoffered
5890,5235,7066,Closed,Agent38,Category13,Brand0,2024-06-07,2024-06-08,Good
5891,8122,16847,Closed,Agent1,Category28,Brand0,2024-06-07,2024-06-20,Unoffered
5892,5763,9109,Closed,Agent5,Category11,Brand0,2024-06-07,2024-06-10,Unoffered
5893,7244,7933,Closed,Agent17,Category22,Brand0,2024-06-07,2024-06-08,Unoffered
5894,4509,15396,Closed,Agent5,Category11,Brand0,2024-06-07,2024-06-10,Unoffered
5895,1115,3924,Closed,Agent1,Category28,Brand0,2024-06-07,2024-06-21,Unoffered
5896,4931,17154,Closed,Agent44,Category49,Brand0,2024-06-07,2024-06-08,Unoffered
5897,2594,3198,Closed,Agent38,Category6,Brand0,2024-06-07,2024-06-08,Unoffered
5898,1571,9804,Closed,Agent38,Category100,Brand0,2024-06-07,2024-06-08,Unoffered
5899,11277,12002,Closed,Agent38,Category28,Brand0,2024-06-07,2024-06-08,Unoffered
5900,15521,10075,Closed,Agent1,Category44,Brand0,2024-06-07,2024-06-13,Unoffered
5901,7445,13960,Closed,Agent27,Category184,Brand0,2024-06-07,2024-06-08,Unoffered
5902,14758,17006,Closed,Agent1,Category11,Brand0,2024-06-07,2024-06-09,Unoffered
5903,14533,13880,Closed,Agent32,Category11,Brand0,2024-06-07,2024-06-10,Unoffered
5904,16313,3348,Closed,Agent0,Category38,Brand0,2024-06-07,2024-06-10,Unoffered
5905,13059,2108,Closed,Agent45,Category37,Brand0,2024-06-07,2024-06-09,Unoffered
5906,10676,2726,Closed,Agent22,Category4,Brand0,2024-06-07,2024-06-08,Unoffered
5907,7206,4889,Closed,Agent22,Category4,Brand0,2024-06-07,2024-06-08,Unoffered
5908,1435,835,Closed,Agent46,Category11,Brand0,2024-06-07,2024-06-08,Unoffered
5909,3973,7835,Closed,Agent27,Category10,Brand0,2024-06-07,2024-06-08,Good
5910,5798,1397,Closed,Agent17,Category41,Brand0,2024-06-07,2024-06-21,Unoffered
5911,6695,16449,Closed,Agent44,Category22,Brand0,2024-06-07,2024-06-08,Unoffered
5912,18051,12665,Closed,Agent22,Category67,Brand0,2024-06-07,2024-06-08,Unoffered
5913,13250,5353,Closed,Agent22,Category67,Brand0,2024-06-07,2024-06-08,Unoffered
5914,2465,17125,Closed,Agent27,Category44,Brand0,2024-06-07,2024-06-08,Unoffered
5915,1139,2443,Closed,Agent30,Category36,Brand0,2024-06-07,2024-06-08,Good
5916,430,11795,Closed,Agent46,Category11,Brand0,2024-06-07,2024-06-08,Unoffered
5917,320,9908,Closed,Agent30,Category83,Brand0,2024-06-07,2024-06-08,Good
5918,4365,10651,Closed,Agent38,Category66,Brand0,2024-06-07,2024-06-12,Good
5919,12522,3257,Closed,Agent22,Category76,Brand0,2024-06-07,2024-06-08,Unoffered
5920,11396,15444,Closed,Agent22,Category76,Brand0,2024-06-07,2024-06-08,Unoffered
5921,9466,15019,Closed,Agent1,Category11,Brand0,2024-06-07,2024-06-09,Unoffered
5922,16091,15219,Closed,Agent27,Category16,Brand0,2024-06-07,2024-06-08,Good
5923,11202,5379,Closed,Agent28,Category11,Brand0,2024-06-07,2024-06-08,Unoffered
5924,8613,16522,Closed,Agent44,Category10,Brand0,2024-06-07,2024-06-08,Unoffered
5925,10663,1621,Closed,Agent44,Category13,Brand0,2024-06-07,2024-06-08,Good
5926,3585,15621,Closed,Agent28,Category5,Brand0,2024-06-07,2024-06-08,Unoffered
5927,10441,10975,Closed,Agent42,Category106,Brand0,2024-06-07,2024-06-08,Unoffered
5928,1488,10817,Hold,Agent43,Category81,Brand0,2024-06-07,2024-06-13,Unoffered
5929,664,1750,Closed,Agent43,Category52,Brand0,2024-06-07,2024-06-13,Unoffered
5930,17519,15239,Closed,Agent42,Category146,Brand0,2024-06-07,2024-06-08,Unoffered
5931,390,3420,Closed,Agent45,Category22,Brand0,2024-06-07,2024-06-08,Unoffered
5932,17346,14070,Closed,Agent45,Category82,Brand0,2024-06-07,2024-06-08,Unoffered
5933,5620,12966,Closed,Agent46,Category36,Brand0,2024-06-07,2024-06-08,Unoffered
5934,16197,15307,Closed,Agent1,Category11,Brand0,2024-06-07,2024-06-09,Unoffered
5935,15886,13486,Closed,Agent30,Category31,Brand0,2024-06-07,2024-06-08,Unoffered
5936,13292,17242,Closed,Agent44,Category23,Brand0,2024-06-07,2024-06-08,Unoffered
5937,2308,9793,Closed,Agent44,Category41,Brand0,2024-06-07,2024-06-08,Unoffered
5938,3006,4447,Closed,Agent0,Category31,Brand0,2024-06-07,2024-06-14,Unoffered
5939,8390,5391,Closed,Agent1,Category3,Brand0,2024-06-07,2024-06-22,Unoffered
5940,8975,9588,Closed,Agent42,Category107,Brand0,2024-06-07,2024-06-08,Unoffered
5941,15506,7229,Closed,Agent19,Category11,Brand0,2024-06-07,2024-06-15,Unoffered
5942,14557,4457,Closed,Agent45,Category13,Brand0,2024-06-07,2024-06-09,Unoffered
5943,1856,680,Closed,Agent42,Category22,Brand0,2024-06-07,2024-06-08,Unoffered
5944,3562,5627,Closed,Agent1,Category11,Brand0,2024-06-07,2024-06-09,Unoffered
5945,6994,1751,Solved,Agent42,Category52,Brand0,2024-06-07,2024-06-27,Unoffered
5946,7664,10174,Closed,Agent42,Category22,Brand0,2024-06-07,2024-06-08,Unoffered
5947,15351,10995,Closed,Agent40,Category35,Brand0,2024-06-07,2024-06-08,Unoffered
5948,4798,16092,Closed,Agent2,Category5,Brand0,2024-06-07,2024-06-27,Offered
5949,5613,868,Closed,Agent44,Category130,Brand0,2024-06-07,2024-06-08,Unoffered
5950,14056,13317,Closed,Agent43,Category226,Brand0,2024-06-07,2024-06-08,Unoffered
5951,3892,7368,Closed,Agent45,Category22,Brand0,2024-06-07,2024-06-11,Unoffered
5952,3419,5089,Closed,Agent42,Category22,Brand0,2024-06-07,2024-06-08,Unoffered
5953,6621,10510,Closed,Agent42,Category107,Brand0,2024-06-07,2024-06-08,Unoffered
5954,11203,1343,Closed,Agent43,Category4,Brand0,2024-06-07,2024-06-08,Unoffered
5955,7132,1552,Closed,Agent32,Category16,Brand0,2024-06-07,2024-06-10,Good
5956,2288,13048,Closed,Agent0,Category52,Brand0,2024-06-07,2024-06-15,Unoffered
5957,3881,7456,Closed,Agent40,Category123,Brand0,2024-06-07,2024-06-13,Unoffered
5958,11916,1188,Closed,Agent32,Category113,Brand0,2024-06-07,2024-06-10,Unoffered
5959,2784,1040,Closed,Agent0,Category11,Brand0,2024-06-07,2024-06-09,Unoffered
5960,4455,3089,Closed,Agent0,Category11,Brand0,2024-06-07,2024-06-09,Unoffered
5961,1222,12222,Closed,Agent43,Category46,Brand0,2024-06-07,2024-06-08,Unoffered
5962,2534,4373,Closed,Agent45,Category22,Brand0,2024-06-07,2024-06-13,Unoffered
5963,8944,13912,Closed,Agent43,Category28,Brand0,2024-06-07,2024-06-08,Unoffered
5964,6102,11550,Closed,Agent43,Category10,Brand0,2024-06-07,2024-06-08,Unoffered
5965,7018,15421,Solved,Agent34,Category4,Brand0,2024-06-07,2024-06-27,Unoffered
5966,13011,12751,Closed,Agent45,Category64,Brand0,2024-06-07,2024-06-08,Good
5967,2163,8849,Closed,Agent43,Category66,Brand0,2024-06-07,2024-06-11,Good
5968,10487,916,Closed,Agent1,Category23,Brand0,2024-06-07,2024-06-09,Unoffered
5969,14810,9385,Closed,Agent45,Category44,Brand0,2024-06-07,2024-06-19,Unoffered
5970,11536,7651,Closed,Agent45,Category15,Brand0,2024-06-07,2024-06-08,Unoffered
5971,17720,1360,Closed,Agent46,Category97,Brand0,2024-06-07,2024-06-15,Unoffered
5972,4613,6503,Closed,Agent45,Category41,Brand0,2024-06-07,2024-06-08,Unoffered
5973,5490,1265,Closed,Agent43,Category6,Brand0,2024-06-07,2024-06-08,Unoffered
5974,3167,11667,Closed,Agent4,Category10,Brand0,2024-06-07,2024-06-13,Unoffered
5975,12296,16590,Closed,Agent45,Category53,Brand0,2024-06-07,2024-06-08,Unoffered
5976,6241,14771,Closed,Agent1,Category16,Brand0,2024-06-07,2024-06-09,Unoffered
5977,2375,3894,Closed,Agent43,Category22,Brand0,2024-06-07,2024-06-08,Unoffered
5978,6128,16172,Closed,Agent42,Category15,Brand0,2024-06-07,2024-06-08,Unoffered
5979,16473,8919,Closed,Agent42,Category5,Brand0,2024-06-07,2024-06-08,Good
5980,3058,11406,Closed,Agent1,Category7,Brand0,2024-06-07,2024-06-19,Unoffered
5981,2495,12706,Closed,Agent44,Category28,Brand0,2024-06-07,2024-06-08,Unoffered
5982,2224,6433,Closed,Agent32,Category12,Brand0,2024-06-07,2024-06-10,Good
5983,5328,16587,Closed,Agent44,Category5,Brand0,2024-06-07,2024-06-08,Good
5984,6082,5626,Closed,Agent32,Category15,Brand0,2024-06-07,2024-06-08,Unoffered
5985,17404,11774,Closed,Agent32,Category82,Brand0,2024-06-07,2024-06-08,Good
5986,16747,5253,Closed,Agent42,Category93,Brand0,2024-06-07,2024-06-08,Unoffered
5987,1149,14617,Closed,Agent43,Category28,Brand0,2024-06-07,2024-06-10,Unoffered
5988,653,596,Closed,Agent43,Category66,Brand0,2024-06-07,2024-06-10,Unoffered
5989,1221,85,Closed,Agent43,Category66,Brand0,2024-06-07,2024-06-10,Unoffered
5990,11288,16220,Closed,Agent44,Category80,Brand0,2024-06-07,2024-06-08,Unoffered
5991,13900,7784,Closed,Agent42,Category33,Brand0,2024-06-07,2024-06-14,Unoffered
5992,12865,14632,Closed,Agent43,Category11,Brand0,2024-06-07,2024-06-10,Unoffered
5993,1170,5883,Closed,Agent40,Category96,Brand0,2024-06-07,2024-06-08,Unoffered
5994,14182,14516,Closed,Agent44,Category47,Brand0,2024-06-07,2024-06-08,Good
5995,15330,4368,Closed,Agent45,Category95,Brand0,2024-06-07,2024-06-08,Unoffered
5996,213,9743,Closed,Agent42,Category10,Brand0,2024-06-07,2024-06-08,Unoffered
5997,14221,3582,Closed,Agent44,Category61,Brand0,2024-06-07,2024-06-08,Good
5998,11572,6461,Closed,Agent25,Category13,Brand0,2024-06-07,2024-06-20,Unoffered
5999,11828,14745,Closed,Agent1,Category97,Brand0,2024-06-07,2024-06-11,Offered
6000,3108,17903,Closed,Agent1,Category16,Brand0,2024-06-07,2024-06-11,Offered
6001,15552,11878,Closed,Agent1,Category53,Brand0,2024-06-07,2024-06-12,Good
6002,12799,1622,Closed,Agent1,Category34,Brand0,2024-06-07,2024-06-14,Unoffered
6003,6807,10172,Closed,Agent0,Category53,Brand0,2024-06-07,2024-06-14,Unoffered
6004,198,10186,Closed,Agent0,Category6,Brand0,2024-06-07,2024-06-14,Unoffered
6005,16955,4007,Closed,Agent1,Category6,Brand0,2024-06-07,2024-06-09,Unoffered
6006,14754,4979,Closed,Agent1,Category6,Brand0,2024-06-07,2024-06-09,Unoffered
6007,13164,9800,Closed,Agent1,Category78,Brand0,2024-06-08,2024-06-08,Unoffered
6008,4259,5303,Closed,Agent1,Category10,Brand0,2024-06-08,2024-06-08,Unoffered
6009,9539,8774,Closed,Agent1,Category87,Brand0,2024-06-08,2024-06-08,Unoffered
6010,8024,6095,Closed,Agent0,Category80,Brand0,2024-06-08,2024-06-09,Good
6011,3650,9720,Closed,Agent1,Category13,Brand0,2024-06-08,2024-06-09,Good
6012,16427,15251,Closed,Agent0,Category80,Brand0,2024-06-08,2024-06-09,Unoffered
6013,8984,7474,Closed,Agent0,Category41,Brand0,2024-06-08,2024-06-09,Unoffered
6014,10752,710,Closed,Agent0,Category64,Brand0,2024-06-08,2024-06-09,Good
6015,285,10868,Hold,Agent1,Category96,Brand0,2024-06-08,2024-06-08,Unoffered
6016,2643,1981,Hold,Agent15,Category83,Brand0,2024-06-08,2024-06-10,Good
6017,11642,176,Closed,Agent15,Category67,Brand0,2024-06-08,2024-06-09,Unoffered
6018,9390,8265,Closed,Agent14,Category13,Brand0,2024-06-08,2024-06-09,Unoffered
6019,15590,6214,Closed,Agent15,Category4,Brand0,2024-06-08,2024-06-11,Offered
6020,2581,6215,Closed,Agent43,Category60,Brand0,2024-06-08,2024-06-11,Offered
6021,10121,11786,Closed,Agent14,Category55,Brand0,2024-06-08,2024-06-09,Good
6022,749,13217,Closed,Agent15,Category219,Brand0,2024-06-08,2024-06-09,Unoffered
6023,5233,16591,Closed,Agent18,Category4,Brand0,2024-06-08,2024-06-13,Unoffered
6024,17883,8707,Closed,Agent6,Category10,Brand0,2024-06-08,2024-06-22,Unoffered
6025,15883,3342,Closed,Agent15,Category119,Brand0,2024-06-08,2024-06-09,Unoffered
6026,926,15342,Closed,Agent14,Category146,Brand0,2024-06-08,2024-06-22,Good
6027,14347,1134,Closed,Agent15,Category4,Brand0,2024-06-08,2024-06-13,Good
6028,7708,1039,Closed,Agent14,Category219,Brand0,2024-06-08,2024-06-09,Unoffered
6029,13926,10953,Closed,Agent15,Category13,Brand0,2024-06-08,2024-06-11,Good
6030,18120,2496,Closed,Agent18,Category4,Brand0,2024-06-08,2024-06-09,Unoffered
6031,1004,6083,Closed,Agent45,Category13,Brand0,2024-06-08,2024-06-11,Offered
6032,2299,13685,Closed,Agent14,Category22,Brand0,2024-06-08,2024-06-09,Unoffered
6033,8132,8646,Closed,Agent18,Category5,Brand0,2024-06-08,2024-06-09,Good
6034,11054,15285,Closed,Agent14,Category23,Brand0,2024-06-08,2024-06-09,Unoffered
6035,14642,11202,Closed,Agent27,Category54,Brand0,2024-06-08,2024-06-22,Unoffered
6036,14813,11564,Closed,Agent43,Category13,Brand0,2024-06-08,2024-06-09,Unoffered
6037,2135,16298,Closed,Agent45,Category5,Brand0,2024-06-08,2024-06-14,Unoffered
6038,12900,15800,Closed,Agent14,Category67,Brand0,2024-06-08,2024-06-09,Unoffered
6039,14992,11214,Closed,Agent18,Category85,Brand0,2024-06-08,2024-06-09,Unoffered
6040,11123,15869,Closed,Agent14,Category22,Brand0,2024-06-08,2024-06-09,Unoffered
6041,2000,8144,Closed,Agent18,Category24,Brand0,2024-06-08,2024-06-09,Unoffered
6042,15953,13342,Closed,Agent18,Category5,Brand0,2024-06-08,2024-06-09,Good
6043,11274,11794,Closed,Agent14,Category13,Brand0,2024-06-08,2024-06-09,Unoffered
6044,6664,11477,Closed,Agent43,Category4,Brand0,2024-06-08,2024-06-09,Unoffered
6045,16205,14817,Closed,Agent14,Category219,Brand0,2024-06-08,2024-06-09,Unoffered
6046,15109,11836,Closed,Agent18,Category4,Brand0,2024-06-08,2024-06-13,Unoffered
6047,16720,13374,Closed,Agent15,Category96,Brand0,2024-06-08,2024-06-09,Good
6048,3692,5306,Closed,Agent15,Category11,Brand0,2024-06-08,2024-06-09,Unoffered
6049,17796,16763,Closed,Agent15,Category11,Brand0,2024-06-08,2024-06-11,Good
6050,15158,12059,Closed,Agent15,Category6,Brand0,2024-06-08,2024-06-09,Good
6051,11777,664,Closed,Agent14,Category107,Brand0,2024-06-08,2024-06-09,Unoffered
6052,7628,4818,Closed,Agent15,Category13,Brand0,2024-06-08,2024-06-09,Good
6053,15823,8962,Closed,Agent15,Category75,Brand0,2024-06-08,2024-06-09,Unoffered
6054,2533,11932,Closed,Agent14,Category219,Brand0,2024-06-08,2024-06-09,Unoffered
6055,2286,11656,Closed,Agent43,Category144,Brand0,2024-06-08,2024-06-11,Offered
6056,4543,6098,Closed,Agent18,Category23,Brand0,2024-06-08,2024-06-09,Good
6057,17577,5777,Closed,Agent6,Category66,Brand0,2024-06-08,2024-06-13,Offered
6058,16873,13679,Closed,Agent15,Category10,Brand0,2024-06-08,2024-06-09,Unoffered
6059,8506,13019,Closed,Agent15,Category4,Brand0,2024-06-08,2024-06-09,Unoffered
6060,11542,8473,Closed,Agent43,Category20,Brand0,2024-06-08,2024-06-11,Offered
6061,16612,5999,Closed,Agent18,Category14,Brand0,2024-06-08,2024-06-09,Unoffered
6062,14587,17172,Closed,Agent3,Category22,Brand0,2024-06-08,2024-06-16,Unoffered
6063,1751,10801,Closed,Agent15,Category147,Brand0,2024-06-08,2024-06-09,Unoffered
6064,2371,876,Closed,Agent18,Category112,Brand0,2024-06-08,2024-06-09,Good
6065,5103,13999,Closed,Agent15,Category68,Brand0,2024-06-08,2024-06-09,Unoffered
6066,8776,2242,Closed,Agent43,Category11,Brand0,2024-06-08,2024-06-11,Unoffered
6067,10805,11474,Closed,Agent43,Category11,Brand0,2024-06-08,2024-06-11,Unoffered
6068,9960,6098,Closed,Agent18,Category3,Brand0,2024-06-08,2024-06-09,Unoffered
6069,7862,14642,Closed,Agent43,Category11,Brand0,2024-06-08,2024-06-11,Unoffered
6070,14225,6063,Closed,Agent43,Category11,Brand0,2024-06-08,2024-06-11,Unoffered
6071,10814,1302,Closed,Agent43,Category15,Brand0,2024-06-08,2024-06-11,Unoffered
6072,15628,11966,Closed,Agent14,Category28,Brand0,2024-06-08,2024-06-09,Unoffered
6073,2325,13702,Closed,Agent43,Category144,Brand0,2024-06-08,2024-06-11,Offered
6074,13804,9283,Closed,Agent43,Category144,Brand0,2024-06-08,2024-06-11,Offered
6075,17519,5537,Closed,Agent43,Category15,Brand0,2024-06-08,2024-06-09,Unoffered
6076,930,6784,Closed,Agent14,Category11,Brand0,2024-06-08,2024-06-09,Unoffered
6077,3693,3661,Closed,Agent18,Category34,Brand0,2024-06-08,2024-06-09,Unoffered
6078,4705,13039,Closed,Agent14,Category28,Brand0,2024-06-08,2024-06-09,Unoffered
6079,4008,8060,Closed,Agent14,Category11,Brand0,2024-06-08,2024-06-09,Unoffered
6080,11878,799,Closed,Agent14,Category28,Brand0,2024-06-08,2024-06-09,Unoffered
6081,1834,17385,Closed,Agent19,Category227,Brand0,2024-06-08,2024-06-25,Good
6082,14863,179,Closed,Agent43,Category15,Brand0,2024-06-08,2024-06-09,Unoffered
